"Site_Subject_ID","X","Y","Elevation","Gradient","Trees"
60394,40,165,139.57,0.05314398,0
60395,65,205,141.44,0.05947063,0
60396,170,465,147.33,0.0412436,0
60397,945,385,139.15,0.1743963,0
60403,870,470,143.15,0.1156974,0
60406,190,145,141.67,0.05672381,0
60407,170,280,143.83,0.04730237,0
60409,810,325,153.3,0.07645828,0
60416,540,50,140.94,0.1677005,0
60429,710,415,157.69,0.001417162,0
60434,230,330,141.99,0.03813861,0
60437,475,290,143.3,0.1140005,0
60441,82.2,4.1,,,1
60460,649,73.3,,,1
60463,305,310,140.87,0.03682645,0
60466,255,275,,,0
60468,1000,280,130.02,0.06463408,0
60472,171.4,294.1,,,1
60474,20,500,140.98,0.1759318,0
60475,250,250,140.15,0.01147378,0
60479,15.5,219.2,,,1
60480,500,40,134.59,0.2157687,0
60489,405,265,141.63,0.01643768,0
60490,20.8,99.3,,,1
60492,665,205,153.74,0.03761859,0
60493,735,125,152.74,0.1405946,0
60494,745,45,141.25,0.1150734,0
60495,40,60,132.41,0.1627356,0
60498,550,75,144.11,0.123598,0
60500,705,265,156.03,0.02783929,0
60504,720,405,157.64,0.02058399,0
60505,415,170,142.91,0.05250342,0
60506,70,85,133.76,0.1171098,0
60507,245,450,148.49,0.05885915,0
60509,230,310,141.55,0.04163843,0
60513,420,55,137.96,0.216303,0
60514,310,90,143.62,0.02270975,0
60515,305,125,143.76,0.008233304,0
60519,755,370,156.08,0.02276721,0
60521,139.5,138.4,,,1
60524,675,300,155.2,0.02710588,0
60525,25,490,139.33,0.1852756,0
60527,295,485,151.33,0.04696308,0
60531,501.4,264,,,1
60532,196,287.8,,,1
60533,710,405,157.78,0.01217067,0
60543,475,490,146.39,0.09765971,0
60546,360,140,143.9,0.008571331,0
60552,165,50,137.82,0.07843808,0
60554,125,75,,,0
60555,940,350,137.05,0.1965422,0
60558,835,420,153.71,0.1169797,0
60560,680,375,157.29,0.01421966,0
60561,160,390,145.57,0.04658331,0
60563,650,475,158.92,0.01772399,0
60570,425,120,144.27,0.008060768,0
60573,55,160,139.2,0.05378563,0
60575,930,395,140.64,0.09848556,0
60576,720,415,157.87,0.009266684,0
60589,570,445,155.29,0.06145945,0
60590,995,285,130.36,0.05020316,0
60593,365,375,144.69,0.03426247,0
60594,940,165,131.42,0.1104954,0
60599,950,240,131.6,0.04197822,0
60601,864.8,284.7,,,1
60610,57.4,437.7,,,1
60611,980,355,132.02,0.06204796,0
60627,200,230,138.47,0.04344205,0
60628,810,290,153.14,0.1143229,0
60629,905,245,135.5,0.1921968,0
60635,315,265,140.57,0.007802065,0
60637,50,420,148.65,0.1028404,0
60640,268.2,34,,,1
60642,595,485,157.96,0.04816004,0
60647,375,425,,,0
60650,865,130,137.33,0.1891265,0
60657,465,385,148.67,0.07234543,0
60660,185,110,140.76,0.04740309,0
60661,155,15,137.28,0.05947419,0
60662,325,35,139.29,0.2003041,0
60669,705.2,98.8,,,1
60672,530,480,153.8,0.1036763,0
60673,520,220,147.04,0.1031243,0
60676,275,466.8,,,1
60677,740,335,155.92,0.0192717,0
60678,660,475,158.89,0.01573487,0
60686,925,125,131.28,0.08487677,0
60688,180,260,142.82,0.057234,0
60692,155,110,139.27,0.08396795,0
60694,445,450,148.51,0.1138853,0
60695,80,50,132.26,0.1298797,0
60700,295.1,384.3,,,1
60701,283.1,380.9,,,1
60702,155,160,139.45,0.06081121,0
60703,515,460,153.43,0.06466158,0
60705,72.2,209.1,,,1
60710,350,355,144.28,0.03337356,0
60717,335,485,151.93,0.04864321,0
60724,360,70,142.73,0.1113313,0
60725,915,220,133.88,0.1365389,0
60728,105,220,141.87,0.06480827,0
60731,90.1,493.1,,,1
60733,289.1,460.5,,,1
60735,40,130,137.56,0.0639645,0
60740,314.1,326.1,,,1
60742,311.6,467.8,,,1
60770,245,375,144.16,0.07363413,0
60775,325,195,142.48,0.0383475,0
60779,85,40,134.17,0.131893,0
60781,780,70,146.2,0.1803164,0
60784,390,150,143.85,0.01715182,0
60785,225.8,429.7,,,1
60787,495,200,144.07,0.09653412,0
60791,690,120,151.3,0.1377137,0
60792,150,105,138.36,0.08141002,0
60793,625,125,,,0
60806,915,65,128.57,0.06373334,0
60808,855,0,127.4,0.1076468,0
60809,514.4,57.7,,,1
60812,975,445,135.99,0.1949884,0
60816,879.9,358,,,1
60817,463.1,383.2,,,1
60820,525,265,148.71,0.07711627,0
60822,233.8,378.7,,,1
60838,995,155,125.09,0.0967008,0
60842,658.5,26.5,,,1
60848,175.1,162.5,,,1
60849,475,140,144.94,0.05072798,0
60852,615,465,158.42,0.04428354,0
60853,760,95,149.39,0.188684,0
60856,790,175,156.78,0.03632333,0
60857,165,185,139.19,0.04768842,0
60861,265,405,147.1,0.075013,0
60862,280,370,144.37,0.08809117,0
60864,830,85,140.75,0.2466132,0
60865,65,335,148.76,0.05209057,0
60874,745,320,155.68,0.02152809,0
60876,745,85,146.19,0.1758376,0
60878,550,475,155.19,0.07345525,0
60880,286.4,455.5,,,1
60883,9.1,225.2,,,1
60889,180,120,140.75,0.05401939,0
60892,850,430,151.01,0.2117302,0
60895,585,125,149.61,0.05774111,0
60896,180,450,146.74,0.04510447,0
60898,555,425,154.08,0.04760011,0
60900,585,205,151.07,0.04579856,0
60909,316.2,346.4,,,1
60912,780,410,156.39,0.05119228,0
60922,695.9,62,,,1
60925,515,430,152.85,0.04856082,0
60926,545,430,153.76,0.04590848,0
60930,835,235,148.48,0.2115534,0
60933,870,355,147.13,0.1903686,0
60936,394.2,448.8,,,1
60941,245,70,141.59,0.03071051,0
60944,650,400,157.1,0.01954053,0
60951,940,140,130.74,0.1073696,0
60954,653.2,20.2,,,1
60957,725,315,156.22,0.01411715,0
60961,390,450,146.43,0.08766547,0
60968,150,75,137.1,0.06561662,0
60976,941.3,387.9,,,1
60984,30,430,145.69,0.1895305,0
60988,160,5,137.6,0.0484053,0
60989,421.1,365.7,,,1
60993,320,355,144.3,0.07379228,0
60998,635,185,152.46,0.03331975,0
60999,195,330,143.84,0.06152871,0
61005,800,480,154.93,0.1379747,0
61009,590,235,151.73,0.04351971,0
61010,365,65,141.67,0.1390439,0
61012,715,315,156.21,0.01428457,0
61020,905,420,143.16,0.09207378,0
61024,173.3,486.6,,,1
61025,880,405,146.87,0.185021,0
61030,890,360,143.21,0.1824969,0
61032,841.8,469.7,,,1
61040,402.1,459.5,,,1
61042,35,45,130.18,0.1472122,0
61045,505,185,145.67,0.09145055,0
61056,90.9,246.1,,,1
61070,120,375,148.42,0.0626128,0
61090,950,160,129.83,0.1236388,0
61098,560,305,151.17,0.06073633,0
61099,820,345,152.87,0.09182175,0
61100,250,330,141.5,0.0378935,0
61101,695,245,155.46,0.04192832,0
61103,380,375,144.67,0.04264392,0
61110,530,375,152.05,0.05858277,0
61112,82.1,180.9,,,1
61118,580,410,154.88,0.0481994,0
61121,850,25,128.66,0.1391905,0
61127,485,350,148.06,0.1035125,0
61131,820,210,153.14,0.1890882,0
61135,185,425,145.63,0.03999662,0
61136,985,365,131.56,0.06425697,0
61140,780,480,156.69,0.06273159,0
61152,540,360,152.17,0.0586059,0
61158,817.6,89.7,,,1
61166,930,385,140.66,0.1096961,0
61168,285,100,143.2,0.02915609,0
61172,380,55,140.41,0.1864025,0
61173,215,100,141.75,0.04031426,0
61174,890,340,142.17,0.1484318,0
61175,845,450,148.28,0.2047242,0
61177,605,0,138.04,0.1265666,0
61190,525,0,130.09,0.1266227,0
61193,365,80,143.42,0.07007717,0
61198,95,20,135.03,0.03927258,0
61200,395,100,144.2,0.015177,0
61205,775,120,154.05,0.09250474,0
61206,438.2,454.5,,,1
61207,650,195,153.15,0.03491744,0
61211,625,225,,,0
61212,315,210,141.68,0.03987444,0
61218,975,185,128.34,0.117561,0
61219,665,245,154.1,0.04034711,0
61221,375,430,146.74,0.07861474,0
61227,883.7,348.6,,,1
61228,390,435,145.76,0.06934782,0
61229,410,370,142.88,0.03904339,0
61234,300,255,140.28,0.006842357,0
61241,30.6,225.9,,,1
61245,825,215,151.27,0.2067372,0
61248,415,285,141.9,0.01558527,0
61250,125,245,142.6,0.06972344,0
61251,265,340,141.91,0.05665692,0
61252,380,255,141.14,0.02017043,0
61253,455,275,141.64,0.03323397,0
61255,835,465,147.88,0.1787684,0
61259,720.8,86.9,,,1
61260,195,105,141.09,0.04488478,0
61270,500,20,131.29,0.1750633,0
61271,705,450,157.68,0.0285947,0
61279,965,475,135.1,0.1236956,0
61283,950,355,134.38,0.1832748,0
61286,350,60,142.09,0.1464351,0
61288,970.7,439.7,,,1
61289,335,80,143.79,0.03533462,0
61292,83.1,175.5,,,1
61295,290,165,143.2,0.0248286,0
61299,605,130,150.14,0.05538631,0
61302,770,370,155.76,0.03865304,0
61303,864.5,365.1,,,1
61305,250,40,141.22,0.06360767,0
61309,135,395,147.3,0.06846537,0
61312,870,240,141.77,0.161487,0
61313,360,175,143.53,0.02077949,0
61316,760,140,155,0.05642279,0
61321,135,480,148.15,0.0178547,0
61323,309.5,489.5,,,1
61326,655,430,158.1,0.03082204,0
61339,895,55,129.22,0.06738224,0
61340,545,45,140.42,0.1705849,0
61341,680,415,157.33,0.006487876,0
61344,70,425,149.19,0.07260444,0
61346,415,335,143.04,0.04410036,0
61349,835,425,153.37,0.1347836,0
61351,770,140,155.01,0.04778883,0
61359,175,140,140.68,0.06559615,0
61366,730,50,141.17,0.1078537,0
61372,955,100,127.52,0.0936474,0
61375,85,215,141.99,0.06405971,0
61376,995,215,126.91,0.1460201,0
61380,85,0,134.12,0.05584217,0
61383,545,435,153.88,0.04738642,0
61385,565.9,9.9,,,1
61393,555,235,150.33,0.05873766,0
61394,540,395,152.89,0.05104676,0
61396,445,385,147.83,0.09740583,0
61399,313.4,354.5,,,1
61402,85,355,149.53,0.03545144,0
61404,1000,295,130.22,0.05360901,0
61406,608.3,247.9,,,1
61411,495,25,131.87,0.1788316,0
61415,670,340,156.09,0.03600259,0
61419,730,405,157.31,0.0283445,0
61420,30,400,148.66,0.08499198,0
61425,920,275,134.99,0.166775,0
61426,980,390,131.29,0.1520659,0
61430,385,440,146.36,0.08317126,0
61432,405,190,142.02,0.05025614,0
61433,465,280,142.31,0.0669514,0
61434,150,325,145.93,0.05635868,0
61436,625,370,156,0.03773453,0
61442,382.8,325.8,,,1
61443,703.7,65.8,,,1
61445,694.7,66.8,,,1
61446,0,20,121.29,0.2071247,0
61452,855,230,144.09,0.1948765,0
61454,340,245,140.83,0.01843657,0
61456,659.2,24.8,,,1
61457,875,40,130.21,0.06588894,0
61460,265,120,143.25,0.02128653,0
61461,60,420,149.16,0.07992838,0
61473,755,45,141.96,0.1226637,0
61476,571.6,44.8,,,1
61478,930,120,130.75,0.0911549,0
61482,345,135,143.93,0.009729277,0
61490,615,40,143.32,0.1122194,0
61492,355,225,141.57,0.04429538,0
61496,365,250,140.63,0.006685343,0
61500,975,325,,,0
61501,965,175,128.83,0.123809,0
61504,885,410,145.54,0.1720364,0
61508,190,235,140.5,0.08116444,0
61509,305,480,151.46,0.04562227,0
61513,435,55,136.84,0.2196612,0
61517,455,15,129.66,0.1343516,0
61518,535,395,152.66,0.05170559,0
61522,860.7,491.3,,,1
61529,271.5,496.8,,,1
61530,430,385,145.46,0.1065373,0
61531,799.7,486.1,,,1
61536,825,405,154.69,0.05100328,0
61560,750,40,141.04,0.1178414,0
61561,248.2,170.2,,,1
61563,745,165,155.44,0.02534478,0
61567,40,160,139.32,0.05442556,0
61573,55,45,126.16,0.06943292,0
61578,795,300,154.35,0.06254518,0
61583,455,30,131.5,0.1663835,0
61585,565,350,152.93,0.05444805,0
61586,185,15,139.12,0.0664856,0
61589,720,305,155.96,0.01431801,0
61592,775,300,154.82,0.03536821,0
61596,620,160,151.62,0.0367141,0
61598,620,120,150.22,0.06968449,0
61601,665,485,159.03,0.01458817,0
61613,315,255,140.61,0.008980305,0
61615,280.7,415.4,,,1
61621,925,25,,,0
61629,165,180,139.74,0.05771786,0
61634,580,390,154.83,0.04477012,0
61638,235,100,142.22,0.03512776,0
61648,825,170,151,0.2902803,0
61649,124.1,256.8,,,1
61650,255,435,148.45,0.05517388,0
61651,840,50,134.82,0.236155,0
61661,390,130,144.03,0.009174455,0
61662,360,435,147.81,0.08372787,0
61665,960,85,126.96,0.0805048,0
61669,935,475,137.05,0.09187445,0
61670,250,140,143.27,0.01351215,0
61676,625,375,,,0
61677,690,145,153.43,0.056084,0
61679,290,0,133.41,0.1903375,0
61683,105,460,148.36,0.04957293,0
61687,159.4,497.2,,,1
61689,645,225,153.19,0.03418947,0
61692,325,150,143.56,0.01925986,0
61694,60,110,136.27,0.09539233,0
61696,505,100,145.25,0.1051548,0
61697,972.7,430.1,,,1
61702,860,15,128.37,0.09939404,0
61707,810,225,153.24,0.1468712,0
61708,685,15,137.28,0.1398235,0
61716,317.4,35.6,,,1
61719,940,230,131.61,0.0541809,0
61725,210,95,141.44,0.04063843,0
61727,100,265,144.17,0.05470733,0
61728,62,212.2,,,1
61735,14.6,454.6,,,1
61737,100,115,134.54,0.08320042,0
61738,890,180,136.3,0.1663017,0
61741,970,395,134.36,0.1996123,0
61742,38.2,59,,,1
61756,760,210,156.15,0.007482055,0
61760,220,10,138.1,0.1668221,0
61762,168,158.8,,,1
61767,275,65,141.82,0.03502535,0
61770,405,215,141.16,0.02303158,0
61777,590,280,152.2,0.0500732,0
61781,455,150,144.27,0.04086369,0
61786,730,300,155.83,0.009644398,0
61787,840,120,141.63,0.2620165,0
61789,60,435,147.82,0.1338406,0
61791,820.9,12.9,,,1
61794,805,165,154.82,0.1696806,0
61795,75,395,149.94,0.009340928,0
61800,155,350,145.93,0.05553991,0
61806,290,410,147.81,0.06345638,0
61810,380,405,145.51,0.05327166,0
61811,440,375,146.91,0.09595642,0
61812,500,400,151.01,0.06505732,0
61815,80,310,147.15,0.06109952,0
61818,685,365,157.2,0.020296,0
61819,650,0,140.08,0.1239261,0
61824,545,135,148.33,0.05630344,0
61827,835,140,143.76,0.2779865,0
61831,610,500,158.53,0.03880829,0
61834,565,320,152.23,0.05614358,0
61839,305,225,141,0.03143608,0
61841,615,450,157.74,0.0515462,0
61845,745,440,157.36,0.01314364,0
61847,205,15,139.09,0.1115593,0
61849,905,430,141.98,0.1110761,0
61853,920,10,124.94,0.07063614,0
61854,48.6,348.6,,,1
61856,140,385,146.97,0.06881599,0
61857,55,400,149.68,0.03574451,0
61858,775,150,155.29,0.03242209,0
61863,290,295,140.52,0.01214162,0
61864,920,90,129.14,0.08391483,0
61865,230,280,141,0.03909317,0
61868,55,490,141.56,0.0945378,0
61870,15,490,139.27,0.2183327,0
61871,920,160,132.96,0.0879521,0
61873,430,430,147.35,0.1106362,0
61877,180,280,143.65,0.04863594,0
61879,230,30,140.54,0.07588419,0
61885,290,285,140.48,0.007586817,0
61890,725,305,155.91,0.01343036,0
61891,415,180,142.25,0.05440802,0
61896,955,400,138.72,0.1679991,0
61900,81.3,483.2,,,1
61907,465,240,141.64,0.04489536,0
61911,215,495,148.04,0.04291681,0
61914,180,270,143.27,0.04971893,0
61918,605,85,146.77,0.09929035,0
61920,380,300,141.87,0.03913195,0
61931,280,50,141.53,0.06909335,0
61932,275,350,142.72,0.07431949,0
61934,515,180,146.6,0.08073015,0
61936,650,70,145.45,0.1163404,0
61953,925,350,139.02,0.1556398,0
61956,690,195,154.46,0.0410168,0
61960,530,175,147.97,0.06992873,0
61962,660,140,152.26,0.05222301,0
61965,310,145,143.55,0.0159088,0
61969,567.4,91.3,,,1
61970,850,210,145.92,0.2374794,0
61975,700,370,156.81,0.02257218,0
61980,840,95,139.96,0.248335,0
61981,950,130,129.12,0.1184451,0
61982,85,135,133.98,0.08505766,0
61986,105,205,140.92,0.06302316,0
61987,485,95,143.87,0.1303632,0
61988,87.7,179.4,,,1
61999,855,340,147.55,0.1691836,0
62002,530,390,152.33,0.05477479,0
62003,105,90,137.11,0.1315084,0
62010,130,455,148.32,0.02558378,0
62015,975,370,131.89,0.09823864,0
62027,265,400,146.73,0.07885625,0
62033,690,215,154.75,0.04221014,0
62034,160,80,137.99,0.0842114,0
62040,835,300,149.03,0.174834,0
62041,935,60,127.72,0.06237363,0
62044,60,375,149.71,0.01534801,0
62049,555,40,138.51,0.1503719,0
62052,955,205,130.81,0.0796633,0
62054,950,10,123.03,0.09041974,0
62056,405,205,141.37,0.03676501,0
62062,980,330,132.01,0.07084292,0
62065,82.1,449.1,,,1
62071,615,370,155.78,0.0394173,0
62074,285,445,149.59,0.04609649,0
62078,735,475,158.03,0.02086812,0
62080,56,297.5,,,1
62081,275,365,143.89,0.08445218,0
62090,795,370,154.04,0.0521873,0
62102,565,215,150.51,0.05497215,0
62103,385,310,142.55,0.04119916,0
62106,620,345,155.24,0.04546878,0
62107,105,175,138.47,0.1018369,0
62111,375,95,144.08,0.02165657,0
62117,370,195,142.98,0.04365857,0
62123,320,420,148.62,0.06002131,0
62124,873.1,457,,,1
62126,865,455,144.05,0.1653331,0
62133,360,195,143.01,0.03828302,0
62136,835,360,151.3,0.1105633,0
62140,870,205,141.19,0.2021436,0
62141,900,260,137.76,0.1942356,0
62142,415,360,144.01,0.05743545,0
62144,130,40,135.55,0.04356564,0
62145,525,225,,,0
62146,60,185,140.41,0.05504931,0
62148,755,105,150.72,0.1782315,0
62155,660,270,154.35,0.03616519,0
62167,240,105,142.45,0.03296246,0
62168,650,445,158.46,0.03194334,0
62175,105,475,147.68,0.08304672,0
62176,900,320,140.31,0.1403781,0
62179,105,75,135.82,0.1261907,0
62181,585,45,140.99,0.1238321,0
62182,910,115,131.62,0.08059172,0
62183,980,325,131.33,0.07145039,0
62184,15,145,137.99,0.1173451,0
62185,260,135,143.38,0.01313176,0
62193,285,80,142.65,0.03743299,0
62196,365,470,149.64,0.09294868,0
62198,844.2,331.1,,,1
62200,665,410,157.33,0.01393652,0
62201,480,285,143.51,0.1202365,0
62204,85,470,146.37,0.1278601,0
62207,655,420,157.69,0.02634793,0
62210,300,245,140.53,0.01433185,0
62214,750,395,156.55,0.02710966,0
62217,730,270,156.1,0.0216115,0
62219,825.8,211.4,,,1
62225,60,350,149.48,0.03374022,0
62226,415,440,145.2,0.04838256,0
62228,755,275,155.99,0.02410436,0
62229,950,215,130.79,0.06628796,0
62239,284.7,460.3,,,1
62241,980,340,132.84,0.06763438,0
62243,29.3,332.5,,,1
62244,460,400,149.1,0.07765522,0
62248,560,50,140.45,0.141256,0
62250,365,310,142.3,0.05606997,0
62263,775,270,155.91,0.031459,0
62272,216.4,190.4,,,1
62274,960,490,134.13,0.1115891,0
62281,530,460,154.24,0.05015559,0
62287,935,115,130.09,0.0959834,0
62291,565,14.5,,,1
62296,360,410,146.24,0.06896722,0
62315,45,335,148.67,0.04765765,0
62316,900,25,126.39,0.09595593,0
62320,135,210,140.61,0.07572665,0
62329,910,450,139.93,0.1001348,0
62331,770,170,155.66,0.02490802,0
62332,525,20,133.09,0.2048484,0
62333,315,200,142.1,0.03954187,0
62339,400,390,144.18,0.03359551,0
62345,350,70,143.18,0.09795026,0
62348,479.6,23.7,,,1
62349,315.2,463.8,,,1
62350,45,295,146.28,0.06075356,0
62351,460,390,148.66,0.07588726,0
62357,540,440,153.87,0.04761166,0
62359,400,260,141.53,0.01793528,0
62366,210,500,148.34,0.03534062,0
62369,685,305,155.58,0.02429214,0
62370,310,410,148.22,0.05793203,0
62377,287.2,459.6,,,1
62386,215,440,146.03,0.05919206,0
62387,370,310,142.42,0.05356849,0
62388,330,355,144.28,0.05949292,0
62389,440,395,147.04,0.1120279,0
62390,290,115,143.54,0.0177479,0
62391,478.1,56.5,,,1
62392,105,100,136.84,0.1176191,0
62401,470,430,150.82,0.06059207,0
62405,325,435,149.37,0.05791184,0
62408,175,90,139.91,0.06825798,0
62410,855,280,145.26,0.1837767,0
62415,660,285,154.76,0.03199036,0
62416,445,145,144.17,0.03000155,0
62418,628.2,36,,,1
62419,920,215,133.11,0.1152875,0
62431,965,120,126.87,0.1220035,0
62432,113.6,298.9,,,1
62441,300,350,143.46,0.08783103,0
62443,720,50,141,0.1067726,0
62444,720,120,151.41,0.162706,0
62448,835,390,153.68,0.0806706,0
62449,43.1,181.2,,,1
62454,45,440,145.73,0.1860864,0
62455,560,285,150.79,0.05663996,0
62458,330,165,143.32,0.02506188,0
62464,875,425,145.74,0.2089835,0
62465,840,30,130.91,0.1999262,0
62466,115,145,136.84,0.0704761,0
62473,220,395,144.28,0.05736219,0
62480,35,35,127.16,0.109541,0
62484,495,30,132.54,0.1919435,0
62491,655,25,141.61,0.09094189,0
62493,80,255,144.38,0.0436589,0
62499,330,5,132.84,0.1677337,0
62500,900,225,136.88,0.1821858,0
62508,95,105,132.39,0.07869246,0
62511,160,245,141.79,0.06984735,0
62513,230,210,140.87,0.0544135,0
62515,160,300,144.59,0.04785019,0
62519,810,435,154.88,0.1009016,0
62523,598.5,85.8,,,1
62529,745,145,154.96,0.05859586,0
62532,845,360,150.33,0.1319658,0
62545,822,212.5,,,1
62556,400,445,145.36,0.05020558,0
62559,15,230,143.01,0.04822442,0
62562,435,145,144.02,0.02747548,0
62568,864.2,433.8,,,1
62569,530,115,147.16,0.06960247,0
62572,905,335,140.49,0.1324457,0
62576,817.7,209.1,,,1
62582,120,395,148.34,0.06565226,0
62583,205,110,141.69,0.0438969,0
62592,785,370,155.04,0.05573312,0
62604,105,140,136,0.06384576,0
62606,370,470,149.27,0.09684043,0
62614,225,465,147.67,0.06080358,0
62619,700,80,145.22,0.1302984,0
62624,810,75,143.17,0.2416334,0
62628,290,250,140.36,0.00843493,0
62633,225,425,,,0
62638,925,30,126.4,0.1002135,0
62639,705,480,158.66,0.02948138,0
62643,670,280,155.02,0.03351517,0
62645,805,10,134.42,0.2422874,0
62648,55,465,142.84,0.1758979,0
62652,600,250,152.46,0.03671437,0
62654,710,495,158.61,0.01844882,0
62656,770,360,155.61,0.03433092,0
62661,845,300,147.1,0.1904374,0
62664,750,415,157.03,0.0267804,0
62670,695,335,156.37,0.02188117,0
62674,400,130,144.09,0.009712602,0
62680,220,30,140.47,0.06541102,0
62684,95,60,133.95,0.1373428,0
62685,845,265,147.05,0.1992019,0
62686,823.3,201.6,,,1
62695,175,10,138.7,0.05522835,0
62710,580,260,151.74,0.04620985,0
62711,380,140,143.92,0.009849054,0
62715,185,440,146.17,0.04218028,0
62716,300,105,143.58,0.02001984,0
62718,491.6,442.1,,,1
62721,895,20,126.47,0.0950299,0
62724,520,480,153.03,0.1111137,0
62725,55,445,146.01,0.1755636,0
62731,910,185,134.54,0.1002526,0
62732,7.9,9.5,,,1
62734,690,85,145.56,0.1345437,0
62735,90,130,133.63,0.05427935,0
62736,990,280,130.71,0.04315191,0
62748,585,105,148.3,0.08735514,0
62755,395,495,149.3,0.1087727,0
62758,435,455,146.94,0.09789184,0
62760,555,20,136.19,0.1598046,0
62763,890.7,432.6,,,1
62771,305,80,143.42,0.03165821,0
62783,260,20,138.75,0.1681982,0
62784,105,390,149.41,0.04951679,0
62785,385,190,142.77,0.04910311,0
62788,420,220,141.03,0.005720919,0
62789,425,95,144.1,0.05554095,0
62791,835,395,153.93,0.07874351,0
62793,135,230,141.33,0.06450181,0
62795,198.4,132.6,,,1
62798,15.2,195.2,,,1
62799,597.5,66.6,,,1
62800,775,215,155.98,0.01387748,0
62801,420,255,141.26,0.01333632,0
62806,505,425,152.43,0.05287233,0
62811,356.1,483.2,,,1
62821,199.6,419.5,,,1
62831,485,310,145.95,0.1453508,0
62833,725,205,155.88,0.02581112,0
62835,10,365,147.92,0.06012415,0
62838,945.4,385.6,,,1
62839,960,470,134.32,0.1155408,0
62849,405,440,144.86,0.02295373,0
62853,160,175,139.84,0.061139,0
62855,461.3,419.8,,,1
62861,895,405,144.29,0.1385768,0
62863,605,365,155.66,0.04668965,0
62873,420,415,145.64,0.08797567,0
62874,285.7,371.6,,,1
62881,695,455,158.03,0.03913761,0
62882,825,75,140.7,0.2304019,0
62884,57,438.1,,,1
62887,156,438.2,,,1
62896,5,490,137.66,0.2535611,0
62897,285,405,147.37,0.06941661,0
62901,730,90,146.09,0.166765,0
62902,25,155,138.91,0.07357842,0
62905,213.7,299.4,,,1
62907,605.6,6.8,,,1
62908,945,255,131.71,0.03368759,0
62913,469.6,377.6,,,1
62914,465,150,144.31,0.04672224,0
62915,780,20,138.89,0.168992,0
62920,385,335,143.5,0.03761552,0
62921,35,145,138.38,0.07043224,0
62932,95,80,133.63,0.1307131,0
62939,840,440,150.88,0.1972248,0
62942,55,370,149.68,0.01895179,0
62953,576,81.7,,,1
62955,335,295,141.12,0.03523089,0
62956,836.5,411.7,,,1
62959,350,65,142.72,0.1226391,0
62960,960,255,131.64,0.02755684,0
62962,670,420,157.49,0.01922848,0
62970,315,45,141.46,0.1485047,0
62973,90,45,134.79,0.1253877,0
62979,13.1,182.4,,,1
62982,365,135,143.93,0.00750597,0
62985,930,145,131.44,0.09336898,0
62990,210,270,141.48,0.06998066,0
62997,270,430,148.64,0.05251367,0
63001,45,35,124.85,0.0857707,0
63003,195,430,145.43,0.03828452,0
63016,140,285,144.8,0.06363316,0
63019,50,45,126.99,0.07764182,0
63021,730,360,156.2,0.01969221,0
63023,195,140,141.92,0.05142766,0
63024,380,180,143.29,0.03674072,0
63026,50,150,138.77,0.05454355,0
63029,215.6,389,,,1
63030,730,185,155.57,0.02760535,0
63034,178.6,333.7,,,1
63042,838.2,138.3,,,1
63046,589,129.2,,,1
63052,115,40,134.81,0.03708635,0
63053,165,200,137.59,0.01357023,0
63056,730,415,157.55,0.01782342,0
63057,395,70,142.48,0.1354845,0
63059,390,295,141.85,0.02708867,0
63061,670,350,156.59,0.03404517,0
63071,65,55,127.22,0.06355089,0
63072,0,0,120.63,0.2519312,0
63076,250,305,140.88,0.02760148,0
63079,490,410,151.05,0.06367478,0
63086,905,150,133.61,0.09597316,0
63089,605,380,155.72,0.03768896,0
63090,90,465,147.44,0.1082604,0
63091,240,5,136.62,0.2096561,0
63092,130,100,136.92,0.03570864,0
63093,890,80,130.79,0.09468802,0
63095,730,290,155.63,0.003521914,0
63100,325,160,143.33,0.02366229,0
63101,900,240,136.56,0.1947208,0
63113,814.9,330.2,,,1
63117,886.2,326.6,,,1
63121,735,140,154.56,0.08131244,0
63124,310,25,137.51,0.2032168,0
63125,635,330,155.08,0.04198559,0
63131,135,320,146.68,0.06077384,0
63135,430,380,145.45,0.1032302,0
63138,995,65,123.38,0.05082111,0
63139,660,360,156.84,0.03240453,0
63140,726,151.4,,,1
63141,291,460.7,,,1
63146,85,165,138.12,0.1121446,0
63161,570,170,150.09,0.04496162,0
63170,940,470,136.73,0.07760255,0
63171,645,200,152.98,0.03508845,0
63179,972.2,470.2,,,1
63189,820,455,151.65,0.1764879,0
63193,862.1,301.5,,,1
63196,327.9,388,,,1
63201,915,500,136.97,0.09936618,0
63203,715,410,157.81,0.009869593,0
63205,335,75,143.64,0.04933254,0
63208,255,105,142.73,0.03020262,0
63212,810,355,153.58,0.06242886,0
63214,305,165,143.12,0.0265223,0
63224,885,300,139.8,0.1440968,0
63225,155,375,145.85,0.05441061,0
63227,100,340,148.58,0.04671628,0
63229,300.6,443.6,,,1
63230,830,245,149.71,0.2011583,0
63237,25,300,146.46,0.05554966,0
63251,430,145,144,0.02614891,0
63252,150,130,138.33,0.07269389,0
63254,685,375,157.28,0.01574825,0
63255,780,460,156.64,0.05985186,0
63263,210,210,139.98,0.06399518,0
63265,230,55,140.92,0.03057438,0
63267,615,15,140.12,0.0945681,0
63270,590,30,140.5,0.1093522,0
63275,970,375,132.47,0.1500901,0
63277,720,55,141.4,0.1117908,0
63283,440,250,141.53,0.01124332,0
63284,745,375,156.21,0.02393627,0
